obcina,leto,delez_migrantov,delez_migrantov_moski,delez_migrantov_zenske,delez_lokalnih_delavcev,delez_lokalnih_delavcev_moski,delez_lokalnih_delavcev_zenske
Destrnik,2004,89.0,89.0,88.9,11.0,11.0,11.1
Destrnik,2005,89.7,89.5,89.9,10.3,10.5,10.1
Destrnik,2006,89.6,89.0,90.4,10.4,11.0,9.6
Destrnik,2007,90.3,90.0,90.7,9.7,10.0,9.3
Destrnik,2008,90.3,89.5,91.2,9.7,10.5,8.8
Destrnik,2009,87.3,84.9,90.2,12.7,15.1,9.8
Destrnik,2010,87.1,84.4,90.1,12.9,15.6,9.9
Destrnik,2011,86.8,84.7,89.2,13.2,15.3,10.8
Destrnik,2012,86.7,85.5,88.1,13.3,14.5,11.9
Destrnik,2013,86.1,85.6,86.7,13.9,14.4,13.3
Destrnik,2014,86.6,85.7,87.5,13.4,14.3,12.5
Destrnik,2015,87.4,87.2,87.6,12.6,12.8,12.4
Destrnik,2016,88.0,86.3,89.9,12.0,13.7,10.1
Destrnik,2017,87.9,86.5,89.5,12.1,13.5,10.5
Destrnik,2018,88.3,86.4,90.4,11.7,13.6,9.6
Destrnik,2019,89.2,87.4,91.2,10.8,12.6,8.8
Divača,2000,64.7,63.0,67.4,35.3,37.0,32.6
Divača,2001,64.9,60.4,72.0,35.1,39.6,28.0
Divača,2002,63.5,60.2,68.9,36.5,39.8,31.1
Divača,2003,64.4,61.4,69.4,35.6,38.6,30.6
Divača,2004,64.4,60.9,70.0,35.6,39.1,30.0
Divača,2005,64.8,60.0,72.4,35.2,40.0,27.6
Divača,2006,68.5,65.2,74.0,31.5,34.8,26.0
Divača,2007,68.4,65.4,73.5,31.6,34.6,26.5
Divača,2008,69.1,64.9,75.6,30.9,35.1,24.4
Divača,2009,67.9,62.4,76.0,32.1,37.6,24.0
Divača,2010,70.3,64.6,78.6,29.7,35.4,21.4
Divača,2011,74.9,72.3,78.6,25.1,27.7,21.4
Divača,2012,73.7,71.1,77.3,26.3,28.9,22.7
Divača,2013,73.8,71.6,76.8,26.2,28.4,23.2
Divača,2014,73.8,71.3,77.2,26.2,28.7,22.8
Divača,2015,74.5,72.6,77.0,25.5,27.4,23.0
Divača,2016,75.0,73.2,77.4,25.0,26.8,22.6
Divača,2017,77.8,77.3,78.6,22.2,22.7,21.4
Divača,2018,78.3,78.1,78.6,21.7,21.9,21.4
Divača,2019,78.9,78.7,79.1,21.1,21.3,20.9
Dobje,2000,84.6,83.4,86.5,15.4,16.6,13.5
Dobje,2001,84.6,83.2,86.8,15.4,16.8,13.2
Dobje,2002,83.7,84.2,82.9,16.3,15.8,17.1
Dobje,2003,85.3,86.7,83.1,14.7,13.3,16.9
Dobje,2004,83.5,84.2,82.4,16.5,15.8,17.6
Dobje,2005,84.4,85.1,83.3,15.6,14.9,16.7
Dobje,2006,85.9,86.4,85.2,14.1,13.6,14.8
Dobje,2007,86.2,85.7,86.9,13.8,14.3,13.1
Dobje,2008,86.0,87.4,83.9,14.0,12.6,16.1
Dobje,2009,85.8,88.4,82.0,14.2,11.6,18.0
Dobje,2010,84.9,87.7,80.6,15.1,12.3,19.4
Dobje,2011,84.9,88.1,80.5,15.1,11.9,19.5
Dobje,2012,84.3,86.7,80.9,15.7,13.3,19.1
Dobje,2013,84.1,86.4,81.1,15.9,13.6,18.9
Dobje,2014,84.0,85.0,82.7,16.0,15.0,17.3
Dobje,2015,83.6,84.9,81.9,16.4,15.1,18.1
Dobje,2016,84.7,85.3,83.9,15.3,14.7,16.1
Dobje,2017,85.3,85.6,85.0,14.7,14.4,15.0
Dobje,2018,86.1,86.7,85.4,13.9,13.3,14.6
Dobje,2019,86.1,86.7,85.3,13.9,13.3,14.7
Dobrepolje,2000,63.0,64.5,61.0,37.0,35.5,39.0
Dobrepolje,2001,63.9,65.3,62.2,36.1,34.7,37.8
Dobrepolje,2002,64.9,66.6,62.7,35.1,33.4,37.3
Dobrepolje,2003,65.5,67.5,62.7,34.5,32.5,37.3
Dobrepolje,2004,66.4,68.9,63.1,33.6,31.1,36.9
Dobrepolje,2005,66.1,68.1,63.5,33.9,31.9,36.5
Dobrepolje,2006,71.5,71.2,71.9,28.5,28.8,28.1
Dobrepolje,2007,71.3,71.3,71.3,28.7,28.7,28.7
Dobrepolje,2008,71.6,71.0,72.3,28.4,29.0,27.7
Dobrepolje,2009,72.0,71.4,72.8,28.0,28.6,27.2
Dobrepolje,2010,71.7,70.5,73.1,28.3,29.5,26.9
Dobrepolje,2011,69.5,69.1,70.0,30.5,30.9,30.0
Dobrepolje,2012,69.4,69.7,69.0,30.6,30.3,31.0
Dobrepolje,2013,70.9,71.4,70.2,29.1,28.6,29.8
Dobrepolje,2014,71.7,71.3,72.2,28.3,28.7,27.8
Dobrepolje,2015,71.6,70.7,72.8,28.4,29.3,27.2
Dobrepolje,2016,70.1,69.2,71.2,29.9,30.8,28.8
Dobrepolje,2017,71.9,70.2,74.1,28.1,29.8,25.9
Dobrepolje,2018,72.2,70.5,74.3,27.8,29.5,25.7
Dobrepolje,2019,72.7,71.1,74.8,27.3,28.9,25.2
Dobrna,2000,69.8,80.1,57.7,30.2,19.9,42.3
Dobrna,2001,72.3,81.2,62.1,27.7,18.8,37.9
Dobrna,2002,74.6,83.7,64.5,25.4,16.3,35.5
Dobrna,2003,75.4,84.2,66.0,24.6,15.8,34.0
Dobrna,2004,75.3,84.6,65.1,24.7,15.4,34.9
Dobrna,2005,77.3,84.0,69.9,22.7,16.0,30.1
Dobrna,2006,79.0,85.3,72.1,21.0,14.7,27.9
Dobrna,2007,79.7,86.7,71.9,20.3,13.3,28.1
Dobrna,2008,80.6,86.5,73.8,19.4,13.5,26.2
Dobrna,2009,78.8,84.9,71.8,21.2,15.1,28.2
Dobrna,2010,79.6,85.5,72.7,20.4,14.5,27.3
Dobrna,2011,80.1,85.9,73.5,19.9,14.1,26.5
Dobrna,2012,79.8,84.1,75.0,20.2,15.9,25.0
Dobrna,2013,79.4,84.7,73.7,20.6,15.3,26.3
Dobrna,2014,78.9,83.9,73.1,21.1,16.1,26.9
Dobrna,2015,78.5,83.4,72.8,21.5,16.6,27.2
Dobrna,2016,77.8,82.0,73.1,22.2,18.0,26.9
Dobrna,2017,77.9,81.0,74.5,22.1,19.0,25.5
Dobrna,2018,78.4,81.7,74.8,21.6,18.3,25.2
Dobrna,2019,78.1,81.3,74.4,21.9,18.7,25.6
Dobrova - Polhov Gradec,2000,78.9,74.5,84.1,21.1,25.5,15.9
Dobrova - Polhov Gradec,2001,78.8,74.4,84.1,21.2,25.6,15.9
Dobrova - Polhov Gradec,2002,79.1,74.1,85.0,20.9,25.9,15.0
Dobrova - Polhov Gradec,2003,78.5,74.6,83.4,21.5,25.4,16.6
Dobrova - Polhov Gradec,2004,77.9,73.6,83.1,22.1,26.4,16.9
Dobrova - Polhov Gradec,2005,77.9,73.5,83.2,22.1,26.5,16.8
Dobrova - Polhov Gradec,2006,78.1,73.9,83.2,21.9,26.1,16.8
Dobrova - Polhov Gradec,2007,78.8,74.1,84.3,21.2,25.9,15.7
Dobrova - Polhov Gradec,2008,78.6,74.0,84.1,21.4,26.0,15.9
Dobrova - Polhov Gradec,2009,77.6,72.3,83.8,22.4,27.7,16.2
Dobrova - Polhov Gradec,2010,77.9,72.9,83.9,22.1,27.1,16.1
Dobrova - Polhov Gradec,2011,77.2,72.1,83.0,22.8,27.9,17.0
Dobrova - Polhov Gradec,2012,77.4,72.2,83.3,22.6,27.8,16.7
Dobrova - Polhov Gradec,2013,76.6,71.2,82.7,23.4,28.8,17.3
Dobrova - Polhov Gradec,2014,76.9,71.9,82.5,23.1,28.1,17.5
Dobrova - Polhov Gradec,2015,76.4,71.1,82.4,23.6,28.9,17.6
Dobrova - Polhov Gradec,2016,76.0,70.4,82.3,24.0,29.6,17.7
Dobrova - Polhov Gradec,2017,76.5,71.5,82.1,23.5,28.5,17.9
Dobrova - Polhov Gradec,2018,76.5,71.9,81.7,23.5,28.1,18.3
Dobrova - Polhov Gradec,2019,76.6,72.2,81.4,23.4,27.8,18.6
Dobrovnik/Dobronak,2000,81.8,81.8,81.9,18.2,18.2,18.1
Dobrovnik/Dobronak,2001,82.1,82.5,81.6,17.9,17.5,18.4
Dobrovnik/Dobronak,2002,80.9,82.3,79.3,19.1,17.7,20.7
Dobrovnik/Dobronak,2003,81.2,83.6,78.4,18.8,16.4,21.6
Dobrovnik/Dobronak,2004,79.8,82.4,76.6,20.2,17.6,23.4
Dobrovnik/Dobronak,2005,77.0,76.3,77.8,23.0,23.7,22.2
Dobrovnik/Dobronak,2006,75.4,75.9,74.7,24.6,24.1,25.3
Dobrovnik/Dobronak,2007,76.7,77.3,75.9,23.3,22.7,24.1
Dobrovnik/Dobronak,2008,76.1,77.8,74.2,23.9,22.2,25.8
Dobrovnik/Dobronak,2009,74.2,74.3,74.1,25.8,25.7,25.9
Dobrovnik/Dobronak,2010,74.5,76.1,72.7,25.5,23.9,27.3
Dobrovnik/Dobronak,2011,74.4,76.3,72.3,25.6,23.7,27.7
Dobrovnik/Dobronak,2012,74.5,76.7,72.4,25.5,23.3,27.6
Dobrovnik/Dobronak,2013,73.7,76.5,70.9,26.3,23.5,29.1
Dobrovnik/Dobronak,2014,72.4,76.6,67.8,27.6,23.4,32.2
Dobrovnik/Dobronak,2015,75.1,79.8,69.9,24.9,20.2,30.1
Dobrovnik/Dobronak,2016,75.8,80.3,70.8,24.2,19.7,29.2
Dobrovnik/Dobronak,2017,76.5,80.7,72.2,23.5,19.3,27.8
Dobrovnik/Dobronak,2018,75.1,80.4,69.8,24.9,19.6,30.2
Dobrovnik/Dobronak,2019,75.6,80.2,71.0,24.4,19.8,29.0
Dol pri Ljubljani,2000,80.8,77.5,84.4,19.2,22.5,15.6
Dol pri Ljubljani,2001,80.7,77.0,84.9,19.3,23.0,15.1
Dol pri Ljubljani,2002,80.2,75.8,85.2,19.8,24.2,14.8
Dol pri Ljubljani,2003,80.8,76.8,85.2,19.2,23.2,14.8
Dol pri Ljubljani,2004,81.0,77.4,85.0,19.0,22.6,15.0
Dol pri Ljubljani,2005,82.3,79.1,85.8,17.7,20.9,14.2
Dol pri Ljubljani,2006,83.2,79.9,86.7,16.8,20.1,13.3
Dol pri Ljubljani,2007,83.3,79.5,87.4,16.7,20.5,12.6
Dol pri Ljubljani,2008,82.5,78.8,86.5,17.5,21.2,13.5
Dol pri Ljubljani,2009,82.2,78.4,86.6,17.8,21.6,13.4
Dol pri Ljubljani,2010,82.2,78.6,86.2,17.8,21.4,13.8
Dol pri Ljubljani,2011,82.4,79.8,85.4,17.6,20.2,14.6
Dol pri Ljubljani,2012,81.8,78.5,85.4,18.2,21.5,14.6
Dol pri Ljubljani,2013,81.4,78.5,84.5,18.6,21.5,15.5
Dol pri Ljubljani,2014,80.9,78.0,84.0,19.1,22.0,16.0
Dol pri Ljubljani,2015,79.7,76.2,83.3,20.3,23.8,16.7
Dol pri Ljubljani,2016,79.6,76.3,83.0,20.4,23.7,17.0
Dol pri Ljubljani,2017,80.2,76.8,83.7,19.8,23.2,16.3
Dol pri Ljubljani,2018,81.5,77.7,85.4,18.5,22.3,14.6
Dol pri Ljubljani,2019,81.7,78.3,85.3,18.3,21.7,14.7
Dolenjske Toplice,2000,74.7,74.5,75.0,25.3,25.5,25.0
Dolenjske Toplice,2001,74.5,74.5,74.6,25.5,25.5,25.4
Dolenjske Toplice,2002,72.6,74.6,69.9,27.4,25.4,30.1
Dolenjske Toplice,2003,73.3,75.5,70.5,26.7,24.5,29.5
Dolenjske Toplice,2004,74.5,76.4,71.9,25.5,23.6,28.1
Dolenjske Toplice,2005,74.3,77.3,70.5,25.7,22.7,29.5
Dolenjske Toplice,2006,74.9,77.9,71.0,25.1,22.1,29.0
Dolenjske Toplice,2007,75.3,77.9,72.0,24.7,22.1,28.0
Dolenjske Toplice,2008,74.8,77.2,71.9,25.2,22.8,28.1
Dolenjske Toplice,2009,75.4,76.0,74.8,24.6,24.0,25.2
Dolenjske Toplice,2010,75.3,75.1,75.6,24.7,24.9,24.4
Dolenjske Toplice,2011,75.6,75.8,75.4,24.4,24.2,24.6
Dolenjske Toplice,2012,74.1,73.7,74.5,25.9,26.3,25.5
Dolenjske Toplice,2013,75.0,73.7,76.5,25.0,26.3,23.5
Dolenjske Toplice,2014,76.1,75.3,77.1,23.9,24.7,22.9
Dolenjske Toplice,2015,76.1,75.1,77.4,23.9,24.9,22.6
Dolenjske Toplice,2016,76.8,75.1,78.9,23.2,24.9,21.1
Dolenjske Toplice,2017,77.2,76.0,78.5,22.8,24.0,21.5
Dolenjske Toplice,2018,78.7,77.5,80.2,21.3,22.5,19.8
Dolenjske Toplice,2019,78.3,76.6,80.4,21.7,23.4,19.6
Domžale,2000,55.1,53.6,56.6,44.9,46.4,43.4
Domžale,2001,56.4,55.1,57.7,43.6,44.9,42.3
Domžale,2002,57.9,56.3,59.7,42.1,43.7,40.3
Domžale,2003,58.8,57.1,60.6,41.2,42.9,39.4
Domžale,2004,60.2,58.5,62.0,39.8,41.5,38.0
Domžale,2005,62.8,61.1,64.7,37.2,38.9,35.3
Domžale,2006,63.4,61.4,65.8,36.6,38.6,34.2
Domžale,2007,64.2,61.7,67.1,35.8,38.3,32.9
Domžale,2008,64.9,62.1,68.2,35.1,37.9,31.8
Domžale,2009,65.9,63.1,69.0,34.1,36.9,31.0
Domžale,2010,66.5,63.7,69.6,33.5,36.3,30.4
Domžale,2011,67.0,64.0,70.3,33.0,36.0,29.7
Domžale,2012,67.7,65.0,70.7,32.3,35.0,29.3
Domžale,2013,67.9,65.6,70.4,32.1,34.4,29.6
Domžale,2014,67.7,65.4,70.2,32.3,34.6,29.8
Domžale,2015,67.8,65.6,70.1,32.2,34.4,29.9
Domžale,2016,67.9,65.9,70.1,32.1,34.1,29.9
Domžale,2017,68.0,66.3,69.9,32.0,33.7,30.1
Domžale,2018,68.4,66.5,70.5,31.6,33.5,29.5
Domžale,2019,68.9,66.7,71.3,31.1,33.3,28.7
Dornava,2000,73.5,80.1,65.0,26.5,19.9,35.0
Dornava,2001,74.3,81.0,65.7,25.7,19.0,34.3
Dornava,2002,75.5,81.4,68.0,24.5,18.6,32.0
Dornava,2003,75.5,80.4,69.7,24.5,19.6,30.3
Dornava,2004,76.3,80.8,70.9,23.7,19.2,29.1
Dornava,2005,77.3,82.3,71.4,22.7,17.7,28.6
Dornava,2006,77.3,82.1,71.2,22.7,17.9,28.8
Dornava,2007,75.5,79.7,70.1,24.5,20.3,29.9
Dornava,2008,76.6,81.3,70.4,23.4,18.7,29.6
Dornava,2009,75.6,80.0,70.1,24.4,20.0,29.9
Dornava,2010,77.8,81.4,73.6,22.2,18.6,26.4
Dornava,2011,77.3,81.0,72.9,22.7,19.0,27.1
Dornava,2012,76.1,79.7,71.9,23.9,20.3,28.1
Dornava,2013,78.1,81.9,73.6,21.9,18.1,26.4
Dornava,2014,78.7,82.9,73.5,21.3,17.1,26.5
Dornava,2015,80.0,84.0,75.2,20.0,16.0,24.8
Dornava,2016,79.9,83.3,76.0,20.1,16.7,24.0
Dornava,2017,80.3,83.4,76.8,19.7,16.6,23.2
Dornava,2018,79.4,82.5,75.9,20.6,17.5,24.1
Dornava,2019,81.0,85.0,76.3,19.0,15.0,23.7
Dravograd,2000,54.7,53.2,56.5,45.3,46.8,43.5
Dravograd,2001,57.0,56.1,58.1,43.0,43.9,41.9
Dravograd,2002,58.1,57.8,58.3,41.9,42.2,41.7
Dravograd,2003,59.1,56.7,61.9,40.9,43.3,38.1
Dravograd,2004,60.3,58.0,63.1,39.7,42.0,36.9
Dravograd,2005,62.1,59.8,64.9,37.9,40.2,35.1
Dravograd,2006,62.0,59.4,65.1,38.0,40.6,34.9
Dravograd,2007,61.1,58.5,64.4,38.9,41.5,35.6
Dravograd,2008,60.4,58.3,63.2,39.6,41.7,36.8
Dravograd,2009,60.3,59.3,61.7,39.7,40.7,38.3
Dravograd,2010,59.5,59.7,59.2,40.5,40.3,40.8
Dravograd,2011,59.9,60.0,59.7,40.1,40.0,40.3
Dravograd,2012,60.5,61.7,59.0,39.5,38.3,41.0
Dravograd,2013,61.6,62.8,60.1,38.4,37.2,39.9
Dravograd,2014,61.1,61.6,60.5,38.9,38.4,39.5
Dravograd,2015,63.3,64.4,62.0,36.7,35.6,38.0
Dravograd,2016,63.4,64.3,62.3,36.6,35.7,37.7
Dravograd,2017,64.5,64.6,64.5,35.5,35.4,35.5
Dravograd,2018,64.4,63.5,65.4,35.6,36.5,34.6
Dravograd,2019,64.0,62.9,65.5,36.0,37.1,34.5
Duplek,2000,83.7,82.4,85.5,16.3,17.6,14.5
Duplek,2001,83.6,82.2,85.4,16.4,17.8,14.6
Duplek,2002,84.9,82.7,87.7,15.1,17.3,12.3
Duplek,2003,85.9,84.0,88.3,14.1,16.0,11.7
Duplek,2004,85.8,83.8,88.4,14.2,16.2,11.6
Duplek,2005,85.3,83.3,87.9,14.7,16.7,12.1
Duplek,2006,85.2,83.1,87.8,14.8,16.9,12.2
Duplek,2007,84.9,82.7,87.7,15.1,17.3,12.3
Duplek,2008,85.3,83.3,87.8,14.7,16.7,12.2
Duplek,2009,84.3,82.1,86.9,15.7,17.9,13.1
Duplek,2010,84.0,81.5,87.0,16.0,18.5,13.0
Duplek,2011,83.0,81.1,85.2,17.0,18.9,14.8
Duplek,2012,83.8,81.8,86.0,16.2,18.2,14.0
Duplek,2013,83.7,81.3,86.2,16.3,18.7,13.8
Duplek,2014,83.1,81.2,85.2,16.9,18.8,14.8
Duplek,2015,83.3,81.9,84.7,16.7,18.1,15.3
Duplek,2016,83.1,81.2,85.1,16.9,18.8,14.9
Duplek,2017,83.3,81.6,85.3,16.7,18.4,14.7
Duplek,2018,83.2,81.0,85.4,16.8,19.0,14.6
Duplek,2019,83.3,81.7,84.9,16.7,18.3,15.1
Gorenja vas - Poljane,2000,69.5,68.0,71.4,30.5,32.0,28.6
Gorenja vas - Poljane,2001,70.5,68.8,72.6,29.5,31.2,27.4
Gorenja vas - Poljane,2002,71.4,70.4,72.6,28.6,29.6,27.4
Gorenja vas - Poljane,2003,70.9,70.4,71.6,29.1,29.6,28.4
Gorenja vas - Poljane,2004,72.1,70.5,74.2,27.9,29.5,25.8
Gorenja vas - Poljane,2005,71.8,70.0,74.2,28.2,30.0,25.8
Gorenja vas - Poljane,2006,72.4,70.6,74.8,27.6,29.4,25.2
Gorenja vas - Poljane,2007,72.1,70.1,74.8,27.9,29.9,25.2
Gorenja vas - Poljane,2008,71.9,69.2,75.4,28.1,30.8,24.6
Gorenja vas - Poljane,2009,70.3,67.4,73.9,29.7,32.6,26.1
Gorenja vas - Poljane,2010,71.1,69.1,73.6,28.9,30.9,26.4
Gorenja vas - Poljane,2011,71.2,69.4,73.4,28.8,30.6,26.6
Gorenja vas - Poljane,2012,70.4,68.4,72.9,29.6,31.6,27.1
Gorenja vas - Poljane,2013,70.0,67.8,72.8,30.0,32.2,27.2
Gorenja vas - Poljane,2014,69.1,66.9,72.0,30.9,33.1,28.0
Gorenja vas - Poljane,2015,68.9,66.6,71.7,31.1,33.4,28.3
Gorenja vas - Poljane,2016,66.7,62.8,71.3,33.3,37.2,28.7
Gorenja vas - Poljane,2017,66.8,62.9,71.4,33.2,37.1,28.6
Gorenja vas - Poljane,2018,66.5,62.4,71.5,33.5,37.6,28.5
Gorenja vas - Poljane,2019,66.9,62.6,72.1,33.1,37.4,27.9
Gorišnica,2000,81.1,81.1,81.0,18.9,18.9,19.0
Gorišnica,2001,80.4,81.4,79.0,19.6,18.6,21.0
Gorišnica,2002,80.2,80.7,79.6,19.8,19.3,20.4
Gorišnica,2003,80.7,80.7,80.7,19.3,19.3,19.3
Gorišnica,2004,80.5,80.3,80.9,19.5,19.7,19.1
Gorišnica,2005,80.8,81.6,79.7,19.2,18.4,20.3
Gorišnica,2006,80.8,80.8,80.9,19.2,19.2,19.1
Gorišnica,2007,80.5,78.3,83.5,19.5,21.7,16.5
Gorišnica,2008,79.5,77.6,82.0,20.5,22.4,18.0
Gorišnica,2009,78.0,74.9,81.9,22.0,25.1,18.1
Gorišnica,2010,77.8,75.3,81.0,22.2,24.7,19.0
Gorišnica,2011,77.1,73.8,81.1,22.9,26.2,18.9
Gorišnica,2012,78.2,75.1,82.1,21.8,24.9,17.9
Gorišnica,2013,79.1,77.2,81.4,20.9,22.8,18.6
Gorišnica,2014,80.2,79.6,81.0,19.8,20.4,19.0
Gorišnica,2015,81.4,80.4,82.8,18.6,19.6,17.2
Gorišnica,2016,80.5,79.1,82.2,19.5,20.9,17.8
Gorišnica,2017,81.1,78.8,83.8,18.9,21.2,16.2
Gorišnica,2018,81.7,80.3,83.4,18.3,19.7,16.6
Gorišnica,2019,82.4,80.8,84.4,17.6,19.2,15.6
Gorje,2007,84.6,80.2,89.8,15.4,19.8,10.2
Gorje,2008,83.3,77.6,89.8,16.7,22.4,10.2
Gorje,2009,82.3,77.2,88.2,17.7,22.8,11.8
Gorje,2010,81.5,77.3,86.2,18.5,22.7,13.8
Gorje,2011,81.0,74.9,87.8,19.0,25.1,12.2
Gorje,2012,81.6,77.1,86.7,18.4,22.9,13.3
Gorje,2013,80.3,75.9,85.3,19.7,24.1,14.7
Gorje,2014,80.0,75.3,85.3,20.0,24.7,14.7
Gorje,2015,80.0,75.5,85.2,20.0,24.5,14.8
Gorje,2016,80.2,76.7,84.2,19.8,23.3,15.8
Gorje,2017,81.3,78.2,84.8,18.7,21.8,15.2
Gorje,2018,80.3,75.9,85.2,19.7,24.1,14.8
Gorje,2019,79.0,74.3,84.6,21.0,25.7,15.4
Gornja Radgona,2000,33.7,34.6,32.6,66.3,65.4,67.4
Gornja Radgona,2001,35.2,35.1,35.3,64.8,64.9,64.7
Gornja Radgona,2002,36.1,35.4,37.0,63.9,64.6,63.0
Gornja Radgona,2003,40.7,37.1,45.1,59.3,62.9,54.9
Gornja Radgona,2004,41.0,37.9,44.8,59.0,62.1,55.2
Gornja Radgona,2005,40.9,38.9,43.3,59.1,61.1,56.7
Gornja Radgona,2006,42.5,39.9,45.7,57.5,60.1,54.3
Gornja Radgona,2007,43.8,42.7,45.2,56.2,57.3,54.8
Gornja Radgona,2008,43.6,43.8,43.4,56.4,56.2,56.6
Gornja Radgona,2009,40.9,41.7,39.9,59.1,58.3,60.1
Gornja Radgona,2010,40.9,40.5,41.3,59.1,59.5,58.7
Gornja Radgona,2011,41.4,40.5,42.5,58.6,59.5,57.5
Gornja Radgona,2012,42.8,41.9,43.8,57.2,58.1,56.2
Gornja Radgona,2013,42.1,40.8,43.7,57.9,59.2,56.3
Gornja Radgona,2014,41.4,42.0,40.6,58.6,58.0,59.4
Gornja Radgona,2015,41.6,41.3,41.9,58.4,58.7,58.1
Gornja Radgona,2016,42.4,42.7,42.0,57.6,57.3,58.0
Gornja Radgona,2017,44.3,44.3,44.3,55.7,55.7,55.7
Gornja Radgona,2018,44.8,45.6,43.9,55.2,54.4,56.1
Gornja Radgona,2019,46.0,46.1,45.9,54.0,53.9,54.1
Gornji Grad,2000,69.5,66.9,72.6,30.5,33.1,27.4
Gornji Grad,2001,70.5,67.7,73.9,29.5,32.3,26.1
Gornji Grad,2002,71.5,68.8,74.7,28.5,31.2,25.3
Gornji Grad,2003,71.7,71.5,72.0,28.3,28.5,28.0
Gornji Grad,2004,70.3,71.8,68.6,29.7,28.2,31.4
Gornji Grad,2005,70.5,71.9,68.9,29.5,28.1,31.1
Gornji Grad,2006,69.2,70.9,67.1,30.8,29.1,32.9
Gornji Grad,2007,70.5,72.4,68.1,29.5,27.6,31.9
Gornji Grad,2008,71.0,72.3,69.3,29.0,27.7,30.7
Gornji Grad,2009,69.5,70.4,68.4,30.5,29.6,31.6
Gornji Grad,2010,69.8,70.1,69.5,30.2,29.9,30.5
Gornji Grad,2011,70.5,70.5,70.4,29.5,29.5,29.6
Gornji Grad,2012,73.5,74.5,72.4,26.5,25.5,27.6
Gornji Grad,2013,73.0,74.7,70.8,27.0,25.3,29.2
Gornji Grad,2014,72.1,73.2,70.8,27.9,26.8,29.2
Gornji Grad,2015,72.8,72.9,72.6,27.2,27.1,27.4
Gornji Grad,2016,72.3,72.1,72.4,27.7,27.9,27.6
Gornji Grad,2017,73.6,73.7,73.5,26.4,26.3,26.5
Gornji Grad,2018,72.7,71.7,73.7,27.3,28.3,26.3
Gornji Grad,2019,73.4,72.1,74.9,26.6,27.9,25.1
Gornji Petrovci,2000,68.4,75.9,59.3,31.6,24.1,40.7
Gornji Petrovci,2001,67.2,73.6,59.2,32.8,26.4,40.8
Gornji Petrovci,2002,78.3,74.7,82.8,21.7,25.3,17.2
Gornji Petrovci,2003,60.1,67.3,51.6,39.9,32.7,48.4
Gornji Petrovci,2004,62.4,71.0,52.7,37.6,29.0,47.3
Gornji Petrovci,2005,71.2,76.2,65.2,28.8,23.8,34.8
Gornji Petrovci,2006,73.3,79.1,66.6,26.7,20.9,33.4
Gornji Petrovci,2007,74.4,81.1,66.3,25.6,18.9,33.7
Gornji Petrovci,2008,75.4,80.3,69.5,24.6,19.7,30.5
Gornji Petrovci,2009,75.3,79.9,69.5,24.7,20.1,30.5
Gornji Petrovci,2010,77.1,80.0,73.7,22.9,20.0,26.3
Gornji Petrovci,2011,78.6,82.0,74.6,21.4,18.0,25.4
Gornji Petrovci,2012,77.4,81.3,72.9,22.6,18.8,27.1
Gornji Petrovci,2013,78.4,82.7,73.5,21.6,17.3,26.5
Gornji Petrovci,2014,78.1,83.7,71.5,21.9,16.3,28.5
Gornji Petrovci,2015,79.1,85.1,72.2,20.9,14.9,27.8
Gornji Petrovci,2016,78.5,83.9,72.5,21.5,16.1,27.5
Gornji Petrovci,2017,79.6,85.3,73.2,20.4,14.7,26.8
Gornji Petrovci,2018,79.8,85.3,73.8,20.2,14.7,26.2
Gornji Petrovci,2019,81.0,85.0,76.7,19.0,15.0,23.3
Grad,2000,80.0,82.1,77.1,20.0,17.9,22.9
Grad,2001,78.9,82.1,74.7,21.1,17.9,25.3
Grad,2002,77.6,80.0,74.6,22.4,20.0,25.4
Grad,2003,79.2,81.6,75.8,20.8,18.4,24.2
Grad,2004,81.4,81.6,81.0,18.6,18.4,19.0
Grad,2005,81.8,82.6,80.7,18.2,17.4,19.3
Grad,2006,81.9,83.8,79.1,18.1,16.2,20.9
Grad,2007,82.6,83.3,81.6,17.4,16.7,18.4
Grad,2008,85.5,84.6,86.6,14.5,15.4,13.4
Grad,2009,82.5,79.7,86.6,17.5,20.3,13.4
Grad,2010,82.3,80.1,85.4,17.7,19.9,14.6
Grad,2011,83.2,81.7,85.2,16.8,18.3,14.8
Grad,2012,83.0,80.3,86.5,17.0,19.7,13.5
Grad,2013,80.7,77.7,84.7,19.3,22.3,15.3
Grad,2014,77.6,76.3,79.4,22.4,23.7,20.6
Grad,2015,79.7,78.7,81.1,20.3,21.3,18.9
Grad,2016,79.2,77.6,81.4,20.8,22.4,18.6
Grad,2017,79.7,76.0,84.6,20.3,24.0,15.4
Grad,2018,79.6,75.8,84.3,20.4,24.2,15.7
Grad,2019,82.3,80.8,84.3,17.7,19.2,15.7
Grosuplje,2000,62.8,59.2,66.9,37.2,40.8,33.1
Grosuplje,2001,62.9,58.7,67.6,37.1,41.3,32.4
Grosuplje,2002,63.9,59.4,69.1,36.1,40.6,30.9
Grosuplje,2003,63.8,59.3,69.1,36.2,40.7,30.9
Grosuplje,2004,64.0,59.9,68.9,36.0,40.1,31.1
Grosuplje,2005,64.9,60.2,70.6,35.1,39.8,29.4
Grosuplje,2006,64.8,60.1,70.4,35.2,39.9,29.6
Grosuplje,2007,65.9,61.1,71.8,34.1,38.9,28.2
Grosuplje,2008,65.0,59.6,71.8,35.0,40.4,28.2
