id,naslov,posredovanje,vrsta,obcina,velikost,cena,leto,sobe
o6232324,BTC,oddaja,Poslovni prostor,Ljubljana,1000.0,9.0,1980.0,
o6361031,"BTC, BLIZU LESKOŠKOVA - LETALIŠKA",oddaja,Poslovni prostor,Ljubljana,1000.0,3.9,1985.0,
o6361029,"BTC, BLIZU LESKOŠKOVA - LETALIŠKA",oddaja,Poslovni prostor,Ljubljana,1500.0,3.9,1985.0,
o6361025,"BTC, BLIZU LESKOŠKOVA - LETALIŠKA",oddaja,Poslovni prostor,Ljubljana,2000.0,3.9,1985.0,
o6370326,"BTC, BLIŽINA LETALIŠKE",oddaja,Poslovni prostor,Ljubljana,39.1,360.0,1995.0,
o6263888,"BTC, BLIŽINA RINGA",oddaja,Poslovni prostor,Ljubljana,128.0,7.81,2008.0,
o6355829,"BTC, HALA 10",oddaja,Poslovni prostor,Ljubljana,74.0,12.0,2009.0,
o6345846,"BTC, HALA 8",oddaja,Poslovni prostor,Ljubljana,90.7,12.0,1980.0,
o6345640,"BTC, HALA 8",oddaja,Poslovni prostor,Ljubljana,132.9,12.0,1980.0,
o6345849,"BTC, HALA 8",oddaja,Poslovni prostor,Ljubljana,210.62,12.0,1980.0,
o6362535,"BTC, LESKOŠKOVA",oddaja,Poslovni prostor,Ljubljana,39.0,9.2,1995.0,
o6359621,"BTC, LESKOŠKOVA CESTA",oddaja,Poslovni prostor,Ljubljana,26.0,300.0,1988.0,
o6348932,"BTC, LESKOŠKOVA CESTA",oddaja,Poslovni prostor,Ljubljana,39.0,9.2,1995.0,
o6256504,"BTC, LESKOŠKOVA CESTA",oddaja,Poslovni prostor,Ljubljana,247.0,10.5,2005.0,
o6336311,"BTC, LETALIŠKA",oddaja,Poslovni prostor,Ljubljana,705.9,13.0,2020.0,
o6336799,"BTC, LETALIŠKA",oddaja,Poslovni prostor,Ljubljana,1375.0,13.0,2020.0,
o6290032,"BTC, LETALIŠKA - LESKOŠKOVA",oddaja,Poslovni prostor,Ljubljana,405.0,9.0,2005.0,
o6334652,"BTC, LETALIŠKA CESTA",oddaja,Poslovni prostor,Ljubljana,13.93,11.0,1980.0,
o6334635,"BTC, LETALIŠKA CESTA",oddaja,Poslovni prostor,Ljubljana,22.0,11.0,2004.0,
o6334650,"BTC, LETALIŠKA CESTA",oddaja,Poslovni prostor,Ljubljana,22.72,11.0,1980.0,
o6334648,"BTC, LETALIŠKA CESTA",oddaja,Poslovni prostor,Ljubljana,28.4,11.0,1980.0,
o6334668,"BTC, LETALIŠKA CESTA",oddaja,Poslovni prostor,Ljubljana,32.26,11.0,1980.0,
o6334626,"BTC, LETALIŠKA CESTA",oddaja,Poslovni prostor,Ljubljana,56.3,8.5,2004.0,
o6302499,"BTC, LETALIŠKA CESTA",oddaja,Poslovni prostor,Ljubljana,102.3,11.0,2004.0,
o6290131,"BTC, LETALIŠKA CESTA",oddaja,Poslovni prostor,Ljubljana,148.0,10.0,2005.0,
o6340704,"BTC, LETALIŠKA CESTA",oddaja,Posest,Ljubljana,3272.0,3100.0,,
o6290038,"BTC, LETALIŠKA NA OBROBJU JA",oddaja,Poslovni prostor,Ljubljana,257.0,9.0,2005.0,
o6364650,"BTC, LJ.",oddaja,Poslovni prostor,Ljubljana,160.0,2200.0,1985.0,
o6373281,"BTC, NOVE JARSE",oddaja,Stanovanje,Ljubljana,28.0,390.0,2007.0,
o6356553,"BTC, NOVE JARŠE",oddaja,Stanovanje,Ljubljana,18.5,320.0,1967.0,
o6362617,"BTC, OB ZAHODNEM VHODU V CITY - PARK",oddaja,Poslovni prostor,Ljubljana,236.0,14.0,1960.0,
o6372241,"BTC, PARKIRNO MESTO V CENI",oddaja,Poslovni prostor,Ljubljana,27.65,12.0,2002.0,
o6352290,"BTC, ŠMARTINSKA",oddaja,Poslovni prostor,Ljubljana,30.83,11.0,1976.0,
o6371456,"BTC, ŠMARTINSKA",oddaja,Poslovni prostor,Ljubljana,67.0,11.0,1976.0,
o6372802,"BTC, ŠMARTINSKA - PRI IKEI",oddaja,Poslovni prostor,Ljubljana,67.0,11.0,1976.0,
o6310568,"BTC, ŠMARTINSKA CESTA 130",oddaja,Poslovni prostor,Ljubljana,255.0,6.0,1980.0,
o6331984,"BTC, ZUNANJE POVRŠINE V CENI",oddaja,Poslovni prostor,Ljubljana,2070.0,4.0,1960.0,
o6367807,BUJE,oddaja,Hiša,Luče,108.0,1000.0,1990.0,
o6312237,"BUJE, MESTO",oddaja,Hiša,Luče,108.0,1000.0,1500.0,
o6372670,BUTAJNOVA,oddaja,Hiša,Dobrna,80.0,300.0,1900.0,
o6317819,CELJE,oddaja,Poslovni prostor,Celje,17.6,12.0,1995.0,
o6351341,CELJE,oddaja,Poslovni prostor,Celje,18.0,250.0,2004.0,
o6352749,CELJE,oddaja,Poslovni prostor,Celje,20.0,8.0,1961.0,
o6372334,CELJE,oddaja,Poslovni prostor,Celje,22.4,250.0,1995.0,
o6085131,CELJE,oddaja,Poslovni prostor,Celje,25.8,250.0,1997.0,
o6370646,CELJE,oddaja,Stanovanje,Celje,26.0,300.0,1974.0,
o6334997,CELJE,oddaja,Poslovni prostor,Celje,28.0,270.0,2004.0,
o6373172,CELJE,oddaja,Stanovanje,Celje,30.0,300.0,2015.0,1.0
o6373019,CELJE,oddaja,Garaža,Celje,31.9,60.0,1992.0,
o6372082,CELJE,oddaja,Stanovanje,Celje,37.0,320.0,2019.0,
o6331279,CELJE,oddaja,Stanovanje,Celje,44.0,200.0,1998.0,2.0
o6338018,CELJE,oddaja,Poslovni prostor,Celje,53.5,500.0,1960.0,
o6342704,CELJE,oddaja,Poslovni prostor,Celje,60.0,600.0,1995.0,
o6373017,CELJE,oddaja,Poslovni prostor,Celje,64.0,400.0,1990.0,
o6362800,CELJE,oddaja,Poslovni prostor,Celje,66.0,8.5,2019.0,
o6297143,CELJE,oddaja,Poslovni prostor,Celje,70.0,1500.0,1961.0,
o6369666,CELJE,oddaja,Poslovni prostor,Celje,75.8,10.0,2003.0,
o6341315,CELJE,oddaja,Poslovni prostor,Celje,77.0,2000.0,1890.0,
o6165418,CELJE,oddaja,Poslovni prostor,Celje,78.0,416.66,1991.0,
o6362607,CELJE,oddaja,Poslovni prostor,Celje,78.0,583.0,1991.0,
o6345690,CELJE,oddaja,Poslovni prostor,Celje,80.0,550.0,2017.0,
o6344958,CELJE,oddaja,Poslovni prostor,Celje,80.0,9.0,2018.0,
o6373678,CELJE,oddaja,Stanovanje,Celje,80.0,500.0,1980.0,3.0
o6344108,CELJE,oddaja,Poslovni prostor,Celje,86.0,600.0,1960.0,
o6317821,CELJE,oddaja,Stanovanje,Celje,90.9,12.0,2008.0,2.0
o6095064,CELJE,oddaja,Poslovni prostor,Celje,103.0,12.0,2008.0,
o6352011,CELJE,oddaja,Poslovni prostor,Celje,115.0,700.0,1960.0,
o6373785,CELJE,oddaja,Stanovanje,Celje,117.4,650.0,1846.0,
o6317605,CELJE,oddaja,Poslovni prostor,Celje,130.0,1000.0,1860.0,
o6317247,CELJE,oddaja,Poslovni prostor,Celje,145.0,8.0,1860.0,
o6334772,CELJE,oddaja,Poslovni prostor,Celje,146.3,800.0,2004.0,
o6362377,CELJE,oddaja,Poslovni prostor,Celje,147.96,12.0,1860.0,
o6356167,CELJE,oddaja,Poslovni prostor,Celje,177.0,10.0,2010.0,
o6300584,CELJE,oddaja,Poslovni prostor,Celje,178.0,12.0,1900.0,
o6362370,CELJE,oddaja,Poslovni prostor,Celje,233.7,7.0,2004.0,
o6318009,CELJE,oddaja,Poslovni prostor,Celje,368.0,12.0,1995.0,
o6349743,CELJE,oddaja,Poslovni prostor,Celje,399.38,3826.0,1800.0,
o6342693,CELJE,oddaja,Poslovni prostor,Celje,453.0,8.0,1980.0,
o6320753,CELJE,oddaja,Poslovni prostor,Celje,465.0,2800.0,1960.0,
o6356165,CELJE,oddaja,Poslovni prostor,Celje,500.0,3.0,2000.0,
o6348633,CELJE,oddaja,Poslovni prostor,Celje,950.0,3000.0,1980.0,
o6141180,CELJE,oddaja,Počitniški objekt,Celje,956.0,5000.0,1893.0,
o6292123,CELJE,oddaja,Poslovni prostor,Celje,1130.0,4.0,1960.0,
o6343368,CELJE,oddaja,Poslovni prostor,Celje,2023.0,11500.0,1960.0,
o6286937,"CELJE, BLIZU CITY CENTRA IN PLANET TUŠ",oddaja,Posest,Celje,146.0,700.0,,
o6304491,"CELJE, BLIŽININA AC",oddaja,Poslovni prostor,Celje,37.5,400.0,1994.0,
o6347655,"CELJE, CENTER",oddaja,Stanovanje,Celje,15.0,200.0,1926.0,
o6371560,"CELJE, CENTER",oddaja,Poslovni prostor,Celje,30.0,8.0,1993.0,
o6151785,"CELJE, CENTER",oddaja,Poslovni prostor,Celje,30.0,8.0,1993.0,
o6371520,"CELJE, CENTER",oddaja,Poslovni prostor,Celje,37.1,400.0,1993.0,
o6326585,"CELJE, CENTER",oddaja,Poslovni prostor,Celje,37.1,400.0,1993.0,
o6257144,"CELJE, CENTER",oddaja,Stanovanje,Celje,55.0,135.0,1920.0,
o6354669,"CELJE, CENTER",oddaja,Poslovni prostor,Celje,56.0,460.0,2015.0,
o6338915,"CELJE, CENTER",oddaja,Stanovanje,Celje,67.0,400.0,1973.0,3.0
o6192981,"CELJE, CENTER",oddaja,Poslovni prostor,Celje,94.0,10.0,1900.0,
o6372200,"CELJE, CENTER",oddaja,Poslovni prostor,Celje,219.7,16.0,2019.0,
o6362789,"CELJE, CENTER",oddaja,Poslovni prostor,Celje,355.0,3826.0,1800.0,
o6199412,"CELJE, CENTER",oddaja,Poslovni prostor,Celje,451.0,8.5,2003.0,
o6268968,"CELJE, CENTER",oddaja,Poslovni prostor,Celje,700.0,6.0,2010.0,
o6372729,"CELJE, CENTER - MIKLOŠIČEVA",oddaja,Stanovanje,Celje,36.0,350.0,1976.0,1.0
o6373770,"CELJE, CENTER CELJA",oddaja,Stanovanje,Celje,63.0,500.0,2020.0,3.0
o6360364,"CELJE, CENTER MESTA",oddaja,Poslovni prostor,Celje,195.0,2500.0,1992.0,
o6316033,"CELJE, CENTER MESTA",oddaja,Poslovni prostor,Celje,1021.5,9.0,1997.0,
o5620240,"CELJE, GLAVNI TRG - ODLIČNA LOKACIJA",oddaja,Poslovni prostor,Celje,145.0,10.0,2000.0,
o6332317,"CELJE, GLAZIJA",oddaja,Poslovni prostor,Celje,100.0,18.0,2019.0,
o6317847,"CELJE, GOSPOSKA ULICA",oddaja,Poslovni prostor,Celje,2023.0,11500.0,1960.0,
o6353392,"CELJE, HUDINJA",oddaja,Stanovanje,Celje,77.0,580.0,1970.0,3.0
o6326323,"CELJE, HUDINJA",oddaja,Posest,Celje,324.0,250.0,,
o6293491,"CELJE, HUDINJA POHORSKA ULICA",oddaja,Stanovanje,Celje,75.0,550.0,1100.0,3.0
o6272665,"CELJE, KIDRIČEVA",oddaja,Poslovni prostor,Celje,110.0,7.0,2005.0,
o6291529,"CELJE, KIDRIČEVA",oddaja,Poslovni prostor,Celje,130.0,600.0,1990.0,
o6147390,"CELJE, KIDRIČEVA 15",oddaja,Poslovni prostor,Celje,210.0,5.0,1975.0,
o6313027,"CELJE, KIDRIČEVA ULICA 24A",oddaja,Poslovni prostor,Celje,32.5,10.0,2008.0,
o6313029,"CELJE, KIDRIČEVA ULICA 24A",oddaja,Poslovni prostor,Celje,315.0,8.0,2008.0,
o6313026,"CELJE, LAVA 42",oddaja,Poslovni prostor,Celje,15.0,7.0,1979.0,
o4760048,"CELJE, LJUBLJANSKA C. 20A",oddaja,Poslovni prostor,Celje,33.8,200.0,2005.0,
o6366437,"CELJE, MIKLOŠIČEVA - STANETOVA ULICA",oddaja,Poslovni prostor,Celje,54.0,750.0,1976.0,
o6372713,"CELJE, NA ZELENICI OB ŽEL. POSTAJI",oddaja,Garaža,Celje,13.52,45.0,1985.0,
o6372466,"CELJE, NOVA VAS",oddaja,Stanovanje,Celje,73.0,750.0,1985.0,3.0
o6353004,"CELJE, OBLAKOVA 30",oddaja,Poslovni prostor,Celje,60.0,500.0,2020.0,
o6349965,"CELJE, OBLAKOVA 30",oddaja,Poslovni prostor,Celje,70.0,450.0,2006.0,
o6349950,"CELJE, OBLAKOVA 30",oddaja,Poslovni prostor,Celje,130.0,900.0,2006.0,
o6372087,"CELJE, OPEKARNIŠKA 10",oddaja,Stanovanje,Celje,52.0,500.0,1983.0,2.5
o6175865,"CELJE, OPEKARNIŠKA CESTA",oddaja,Poslovni prostor,Celje,60.0,17.0,2005.0,
o6372555,"CELJE, OTOK",oddaja,Stanovanje,Celje,55.0,400.0,1968.0,2.0
o6371993,"CELJE, SKALNA KLET",oddaja,Stanovanje,Celje,63.0,600.0,2009.0,2.0
o6370639,"CELJE, SLOMŠKOV TRG 4",oddaja,Poslovni prostor,Celje,36.0,120.0,1950.0,
o6368232,"CELJE, STANETOVA ULICA",oddaja,Poslovni prostor,Celje,50.0,1000.0,2019.0,
o5715442,"CELJE, STANETOVA ULICA, ODLIČNA LOK.",oddaja,Poslovni prostor,Celje,64.0,800.0,2010.0,
o6292107,"CELJE, STROGI CENTER",oddaja,Stanovanje,Celje,32.0,500.0,1882.0,
o6359255,"CELJE, TEHARJE",oddaja,Poslovni prostor,Celje,3000.0,4.0,1998.0,
o6315051,"CELJE, VODNIKOVA",oddaja,Poslovni prostor,Celje,80.0,500.0,2000.0,
o6361060,"CELJE, VRUNČEVA ULICA",oddaja,Stanovanje,Celje,121.0,8.0,1898.0,4.0
o6361078,"CELJE, VRUNČEVA ULICA",oddaja,Poslovni prostor,Celje,121.0,8.0,1898.0,
o6339875,"CELJE, ŽALEC",oddaja,Poslovni prostor,Celje,2400.0,5.0,2010.0,
o6369700,CEREJ,oddaja,Stanovanje,Komen,45.0,370.0,1993.0,1.0
o6267553,CERKLJE NA GORENJSKEM,oddaja,Poslovni prostor,Cerklje na Gorenjskem,80.0,10.0,2018.0,
o6267540,CERKLJE NA GORENJSKEM,oddaja,Poslovni prostor,Cerklje na Gorenjskem,130.0,10.0,2018.0,
o6371277,"CERKLJE NA GORENJSKEM, CENTER MESTA",oddaja,Posest,Cerklje na Gorenjskem,2100.0,1.0,,
o6267547,"CERKLJE NA GORENJSKEM, FREKVENTNA LOKACIJA",oddaja,Poslovni prostor,Cerklje na Gorenjskem,50.0,10.0,2018.0,
o6352225,CIGONCA,oddaja,Poslovni prostor,Slovenska Bistrica,345.0,1000.0,1980.0,
o6353316,CIGONCA,oddaja,Poslovni prostor,Slovenska Bistrica,430.0,3000.0,1806.0,
o6365941,CRVENI VRH,oddaja,Hiša,Grad,90.0,950.0,2018.0,
o5975585,ČATEŽ OB SAVI,oddaja,Vikend,Brežice,49.0,30.0,1996.0,
o5333135,"ČATEŽ OB SAVI, TERME",oddaja,Hiša,Brežice,49.0,450.0,1996.0,
o3839363,"ČATEŽ OB SAVI, TERME",oddaja,Vikend,Brežice,49.0,30.0,1996.0,
o6371201,"ČERNELAVCI, PRI M SOBOTI",oddaja,Stanovanje,Murska Sobota,66.0,400.0,1990.0,3.0
o6348625,ČEŠČA VAS,oddaja,Stanovanje,Novo mesto,20.0,170.0,1000.0,
o6300536,ČREŠNJEVEC OB DRAVI,oddaja,Posest,Selnica ob Dravi,963.0,49000.0,,
o6371455,ČRMLJA,oddaja,Hiša,Trnovska vas,204.8,700.0,1995.0,
o6372671,ČRNA NA KOROŠKEM,oddaja,Stanovanje,Črna na Koroškem,24.0,200.0,1976.0,
o6370295,ČRNCI,oddaja,Stanovanje,Apače,10.0,35.0,2019.0,
o6361131,ČRNOMELJ,oddaja,Stanovanje,Črnomelj,26.9,150.0,1930.0,
o6373318,ČRNOMELJ,oddaja,Poslovni prostor,Črnomelj,58.0,10.0,1995.0,
o6365096,ČRNOMELJ,oddaja,Stanovanje,Črnomelj,60.0,400.0,2015.0,2.0
o6295989,ČRNOMELJ,oddaja,Stanovanje,Črnomelj,165.0,900.0,1995.0,
o6309763,"ČRNOMELJ, CENTER",oddaja,Stanovanje,Črnomelj,100.0,100.0,2017.0,2.5
o6255658,"ČRNOMELJ, ČARDAK",oddaja,Stanovanje,Črnomelj,90.0,360.0,1965.0,3.0
o6268714,"ČRNOMELJ, SOBE ZA DELAVCE",oddaja,Stanovanje,Črnomelj,15.0,130.0,2019.0,
o5918385,"ČRNOMELJ, TPC 1",oddaja,Poslovni prostor,Črnomelj,571.0,9.0,1995.0,
o6367111,"ČRNOMELJ, VINIŠKA CESTA 19",oddaja,Stanovanje,Črnomelj,20.0,100.0,1932.0,
o6364382,"ČRNOMELJ, ZADRUŽNA CESTA 16",oddaja,Poslovni prostor,Črnomelj,25.0,8.0,1995.0,
o6324816,ČRNUČE,oddaja,Poslovni prostor,Ljubljana,11.0,150.0,2001.0,
o6314953,ČRNUČE,oddaja,Poslovni prostor,Ljubljana,22.0,7.5,1979.0,
o6369509,ČRNUČE,oddaja,Poslovni prostor,Ljubljana,25.0,280.0,1985.0,
o6373588,ČRNUČE,oddaja,Stanovanje,Ljubljana,25.0,380.0,2020.0,
o6293224,ČRNUČE,oddaja,Poslovni prostor,Ljubljana,30.0,9.9,1979.0,
o6314954,ČRNUČE,oddaja,Poslovni prostor,Ljubljana,30.0,7.5,1979.0,
o6373160,ČRNUČE,oddaja,Stanovanje,Ljubljana,33.0,500.0,2018.0,1.0
o6323937,ČRNUČE,oddaja,Poslovni prostor,Ljubljana,35.0,9.5,2016.0,
o6365785,ČRNUČE,oddaja,Poslovni prostor,Ljubljana,38.0,6.5,1999.0,
o6358331,ČRNUČE,oddaja,Stanovanje,Ljubljana,47.0,650.0,1987.0,2.0
o6361955,ČRNUČE,oddaja,Poslovni prostor,Ljubljana,48.5,300.0,1980.0,
o6370796,ČRNUČE,oddaja,Poslovni prostor,Ljubljana,52.0,10.0,2001.0,
o6369337,ČRNUČE,oddaja,Poslovni prostor,Ljubljana,56.5,10.0,1979.0,
o6353441,ČRNUČE,oddaja,Poslovni prostor,Ljubljana,60.0,7.0,1995.0,
o6352173,ČRNUČE,oddaja,Poslovni prostor,Ljubljana,60.0,9.0,2015.0,
o6342332,ČRNUČE,oddaja,Poslovni prostor,Ljubljana,67.0,690.0,1995.0,
o6360734,ČRNUČE,oddaja,Stanovanje,Ljubljana,72.0,850.0,2017.0,1.5
o6373133,ČRNUČE,oddaja,Stanovanje,Ljubljana,74.0,1290.0,2020.0,3.0
o6245439,ČRNUČE,oddaja,Stanovanje,Ljubljana,84.0,800.0,1985.0,3.0
o6365793,ČRNUČE,oddaja,Poslovni prostor,Ljubljana,100.0,5.0,1999.0,
o6373552,ČRNUČE,oddaja,Poslovni prostor,Ljubljana,108.9,9.0,1979.0,
o6370135,ČRNUČE,oddaja,Poslovni prostor,Ljubljana,140.0,11.0,2010.0,
o6339098,ČRNUČE,oddaja,Poslovni prostor,Ljubljana,152.0,6.15,1980.0,
o6308865,ČRNUČE,oddaja,Hiša,Ljubljana,169.0,2500.0,2012.0,
o6329629,ČRNUČE,oddaja,Poslovni prostor,Ljubljana,173.0,1903.0,1979.0,
o6238872,ČRNUČE,oddaja,Poslovni prostor,Ljubljana,180.0,7.5,1990.0,
o6220688,ČRNUČE,oddaja,Poslovni prostor,Ljubljana,190.0,7.5,1985.0,
o6365761,ČRNUČE,oddaja,Poslovni prostor,Ljubljana,210.0,1.5,2018.0,
o6326067,ČRNUČE,oddaja,Poslovni prostor,Ljubljana,220.0,9.0,2008.0,
o6326088,ČRNUČE,oddaja,Poslovni prostor,Ljubljana,220.0,7.0,2008.0,
o6325200,ČRNUČE,oddaja,Poslovni prostor,Ljubljana,220.0,1760.0,2008.0,
o6325201,ČRNUČE,oddaja,Poslovni prostor,Ljubljana,220.0,1320.0,2008.0,
o6236217,ČRNUČE,oddaja,Poslovni prostor,Ljubljana,230.0,11.5,2006.0,
o6312529,ČRNUČE,oddaja,Poslovni prostor,Ljubljana,230.0,11.0,2006.0,
o6342962,ČRNUČE,oddaja,Poslovni prostor,Ljubljana,230.0,5.0,1999.0,
o6292472,ČRNUČE,oddaja,Poslovni prostor,Ljubljana,244.0,2684.0,1979.0,
o6286968,ČRNUČE,oddaja,Poslovni prostor,Ljubljana,280.0,11.5,2006.0,
o6354094,ČRNUČE,oddaja,Poslovni prostor,Ljubljana,289.0,2200.0,2020.0,
o6269533,ČRNUČE,oddaja,Poslovni prostor,Ljubljana,300.0,8.0,2003.0,
o6236601,ČRNUČE,oddaja,Poslovni prostor,Ljubljana,300.0,8.0,2003.0,
o6361964,ČRNUČE,oddaja,Poslovni prostor,Ljubljana,330.0,11.0,2021.0,
o6211083,ČRNUČE,oddaja,Poslovni prostor,Ljubljana,330.0,8.0,1979.0,
o6328296,ČRNUČE,oddaja,Poslovni prostor,Ljubljana,385.5,9.0,2008.0,
o6328292,ČRNUČE,oddaja,Poslovni prostor,Ljubljana,385.5,7.0,2008.0,
o6327222,ČRNUČE,oddaja,Poslovni prostor,Ljubljana,400.0,7.0,2008.0,
o6326824,ČRNUČE,oddaja,Poslovni prostor,Ljubljana,450.0,9.0,2008.0,
o6326073,ČRNUČE,oddaja,Poslovni prostor,Ljubljana,450.0,9.0,2008.0,
o6326827,ČRNUČE,oddaja,Poslovni prostor,Ljubljana,450.0,7.0,2008.0,
o6326089,ČRNUČE,oddaja,Poslovni prostor,Ljubljana,450.0,7.0,2008.0,
o6312044,ČRNUČE,oddaja,Poslovni prostor,Ljubljana,450.0,3600.0,2008.0,
o6325202,ČRNUČE,oddaja,Poslovni prostor,Ljubljana,450.0,2700.0,2008.0,
o6324296,ČRNUČE,oddaja,Poslovni prostor,Ljubljana,490.0,8.0,2020.0,
o6361960,ČRNUČE,oddaja,Poslovni prostor,Ljubljana,490.0,8.0,2021.0,
o6219799,ČRNUČE,oddaja,Poslovni prostor,Ljubljana,495.0,8.0,1980.0,
o6253084,ČRNUČE,oddaja,Poslovni prostor,Ljubljana,495.0,8.5,1979.0,
o6329802,ČRNUČE,oddaja,Poslovni prostor,Ljubljana,500.0,8.9,2020.0,
o6324297,ČRNUČE,oddaja,Poslovni prostor,Ljubljana,980.0,8.0,2020.0,
o6361963,ČRNUČE,oddaja,Poslovni prostor,Ljubljana,1470.0,8.0,2021.0,
o6325945,ČRNUČE,oddaja,Poslovni prostor,Ljubljana,1600.0,6.0,1600.0,
o6309684,ČRNUČE,oddaja,Posest,Ljubljana,1715.0,1.0,,
o6358543,"ČRNUČE, BLIŽINA TRZINSKE OBVOZNICE",oddaja,Poslovni prostor,Ljubljana,29.0,290.0,2001.0,
o6364566,"ČRNUČE, BRNČIČEVA ULICA",oddaja,Poslovni prostor,Ljubljana,40.0,10.0,2014.0,
o6169386,"ČRNUČE, BRNČIČEVA ULICA",oddaja,Poslovni prostor,Ljubljana,134.0,10.0,1970.0,
o6330575,"ČRNUČE, CESTA 24. JUNIJA",oddaja,Poslovni prostor,Ljubljana,385.0,9.0,2008.0,
o6330577,"ČRNUČE, CESTA 24. JUNIJA",oddaja,Poslovni prostor,Ljubljana,450.0,7.0,2008.0,
o6268504,"ČRNUČE, DUNAJSKA CESTA",oddaja,Poslovni prostor,Ljubljana,28.0,380.0,1965.0,
o6371947,"ČRNUČE, GT CENTER, BRNČIČEVA ULICA 13",oddaja,Poslovni prostor,Ljubljana,90.0,850.0,1996.0,
o6143572,"ČRNUČE, IOC TRZIN, PIRAMIDA",oddaja,Poslovni prostor,Ljubljana,34.0,400.0,1995.0,
o5546482,"ČRNUČE, NI PROVIZIJE",oddaja,Posest,Ljubljana,7132.0,1.0,,
o6364209,"ČRNUČE, POLANŠKOVA",oddaja,Stanovanje,Ljubljana,94.3,750.0,1988.0,3.5
o6372722,"ČRNUČE, POLANŠKOVA ULICA",oddaja,Stanovanje,Ljubljana,65.0,600.0,1986.0,2.0
o6369731,"ČRNUČE, SREDNJE GAMELJNE",oddaja,Stanovanje,Ljubljana,65.0,590.0,1980.0,3.0
o6351760,"ČRNUČE, ŠLANDROVA",oddaja,Poslovni prostor,Ljubljana,260.0,11.0,2010.0,
o5895987,"DAJLA, KARIGADOR - PARK RIVIERA ERICA",oddaja,Počitniški objekt,Dravograd,34.4,50.0,2014.0,
o6229110,DEKANI,oddaja,Poslovni prostor,Komen,39.0,9.0,2000.0,
o6334743,DIVAČA,oddaja,Hiša,Divača,66.8,130.0,1903.0,
o6370762,"DIVAČA, DIVAĆA",oddaja,Stanovanje,Divača,48.0,310.0,1960.0,1.0
o6364286,DOBOVA,oddaja,Poslovni prostor,Brežice,250.0,1500.0,2000.0,
o6359238,"DOBRAVA, IZOLA BELVEDERE, 60 MQ",oddaja,Stanovanje,Bloke,55.0,650.0,1998.0,2.0
o6349208,DOBROVA,oddaja,Poslovni prostor,Dobrna,500.0,4.99,1996.0,
o6367823,"DOBROVA, 1 KM PROTI BREZOVICI",oddaja,Poslovni prostor,Dobrna,37.0,380.0,2012.0,
o6244690,DOBROVLJE,oddaja,Poslovni prostor,Zreče,191.0,4.5,2002.0,
o6361505,DOBRUNJE,oddaja,Posest,Ljubljana,1795.0,1200.0,,
o6254747,"DOL PRI LJUBLJANI, VIDEM - NASELJE KOSTANJEVI CVETOVI",oddaja,Garaža,Dol pri Ljubljani,13.0,50.0,2018.0,
o6338760,DOLE PRI POLICI,oddaja,Stanovanje,Grosuplje,80.0,530.0,2009.0,3.0
o6372033,DOLENJA NEMŠKA VAS,oddaja,Poslovni prostor,Trebnje,1000.0,3.0,2016.0,
o6372127,DOLENJE KRONOVO,oddaja,Poslovni prostor,Šmarješke Toplice,150.0,10.0,2020.0,
o6333773,DOLENJI BOŠTANJ,oddaja,Stanovanje,Sevnica,100.0,370.0,2000.0,4.0
o6364926,"DOLENJI MAHAROVEC, ŠENTJERNEJ - DOL.",oddaja,Stanovanje,Šentjernej,12.0,130.0,1900.0,
o6255607,DOLENJI SUHOR PRI VINICI,oddaja,Poslovni prostor,Črnomelj,835.0,5.0,2004.0,
o6353323,DOLGI MOST,oddaja,Stanovanje,Ljubljana,11.0,200.0,1980.0,
o6363656,DOLGI MOST,oddaja,Stanovanje,Ljubljana,16.0,130.0,2015.0,
o6357832,DOLGI MOST,oddaja,Poslovni prostor,Ljubljana,20.0,11.0,2009.0,
o6373574,DOLGI MOST,oddaja,Stanovanje,Ljubljana,35.0,450.0,1970.0,1.0
o6331073,DOLGI MOST,oddaja,Stanovanje,Ljubljana,35.0,380.0,2000.0,1.0
o6371759,DOLGI MOST,oddaja,Poslovni prostor,Ljubljana,55.0,780.0,1996.0,
o6368956,DOLGI MOST,oddaja,Poslovni prostor,Ljubljana,55.0,11.0,1995.0,
o6367942,DOLGI MOST,oddaja,Stanovanje,Ljubljana,70.0,500.0,2003.0,3.0
o6363009,DOLGI MOST,oddaja,Stanovanje,Ljubljana,85.0,800.0,2009.0,3.0
o6356994,DOLGI MOST,oddaja,Stanovanje,Ljubljana,130.0,950.0,2000.0,3.0
o6317892,DOLGI MOST,oddaja,Stanovanje,Ljubljana,150.0,3100.0,2000.0,3.5
o6066984,DOLGI MOST,oddaja,Poslovni prostor,Ljubljana,150.0,10.0,2011.0,
o6364477,DOLGI MOST,oddaja,Poslovni prostor,Ljubljana,150.0,10.0,2010.0,
o6304922,DOLGI MOST,oddaja,Poslovni prostor,Ljubljana,276.0,10.0,2010.0,
o6149284,DOLGI MOST,oddaja,Poslovni prostor,Ljubljana,276.0,10.0,2010.0,
o6355184,DOLGI MOST,oddaja,Hiša,Ljubljana,298.0,3000.0,1997.0,
o6372063,DOLGI MOST,oddaja,Poslovni prostor,Ljubljana,797.2,6.65,1972.0,
o6366532,"DOLGI MOST, BLIŽINA AC, ZA AVTODOM, KOMBI",oddaja,Garaža,Ljubljana,20.0,49.0,2016.0,
